,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
27768,53.0,0.123,0.639,375735.0,0.677,0.0,A#,0.216,-4.681,minor,0.243,119.95296059529068,0.706,rap
25890,81.0,0.0115,0.82,135739.0,0.691,0.0,F#,0.344,-6.646,minor,0.0723,142.02700000000002,0.6829999999999999,rap
10460,32.0,0.2289999999999999,0.605,220558.0,0.7859999999999999,0.4039999999999999,F,0.506,-5.658,minor,0.0331,119.95296059529068,0.718,jazz
4439,23.0,0.00301,0.708,365533.0,0.894,0.612,B,0.196,-6.531000000000001,minor,0.0478,129.998,0.254,electronic
4498,52.0,0.7290000000000001,0.283,330291.0,0.862,0.856,A,0.113,-8.677999999999999,minor,0.0509,122.039,0.268,electronic
4397,35.0,0.000627,0.821,288928.0,0.768,0.61,B,0.639,-6.425,minor,0.1889999999999999,123.02,0.501,electronic
5443,33.0,0.107,0.418,274160.0,0.9,0.0,G#,0.2019999999999999,-2.875,minor,0.0879,87.23,0.397,anime
6423,17.0,0.98,0.466,294080.0,0.0294,0.943,G#,0.1,-22.729,major,0.0479,78.425,0.0361,anime
39962,58.0,0.218,0.501,197707.0,0.8759999999999999,2.39e-05,C#,0.157,-6.324,major,0.0545,119.95296059529068,0.228,rock
48062,53.0,0.7020000000000001,0.748,176286.0,0.357,0.0,C,0.163,-8.979,minor,0.259,144.75,0.485,hip-hop
43088,47.0,0.992,0.308,279800.0,0.0202,0.92,C#,0.106,-27.843000000000004,major,0.0381,119.95296059529068,0.0368,classical
43692,38.0,0.991,0.313,-1.0,0.0819,0.934,F,0.0567,-27.677,major,0.0469,157.94899999999998,0.0873,classical
38229,78.0,0.0384,0.72,175427.0,0.7909999999999999,0.0,C#,0.157,-4.689,major,0.124,102.071,0.7559999999999999,rock
16515,56.0,6.21e-05,0.598,195547.0,0.877,0.000329,C#,0.371,-4.941,major,0.0425,107.034,0.44,alternative
20316,56.0,0.0042899999999999,0.209,256760.0,0.593,0.0,G,0.212,-4.292,major,0.0324,82.24600000000001,0.34,country
38558,51.0,0.887,0.48,-1.0,0.225,0.0,A#,0.0899,-8.779,major,0.0305,141.875,0.39,rock
32057,31.0,0.563,0.665,180707.0,0.491,7.25e-06,F#,0.233,-8.261000000000001,major,0.0326,128.998,0.47,blues
33340,38.0,0.0373,0.4579999999999999,242467.0,0.727,0.925,C,0.0985,-5.847,major,0.0594,77.635,0.561,blues
35311,59.0,0.119,0.4639999999999999,218613.0,0.526,0.0,A,0.124,-9.982,major,0.0448,109.605,0.754,rock
37431,55.0,0.482,0.536,200373.0,0.664,0.0,B,0.0925,-4.735,major,0.0276,89.963,0.38,rock
11707,44.0,0.72,0.5429999999999999,328493.0,0.151,0.7609999999999999,C,0.1009999999999999,-16.283,major,0.0416,89.45700000000001,0.0772,jazz
24010,65.0,0.0194,0.483,217280.0,0.713,0.000151,D,0.316,-5.027,major,0.0295,161.905,0.594,country
20871,67.0,0.319,0.623,195307.0,0.91,0.000448,A,0.081,-8.448,major,0.0384,145.624,0.745,country
32685,26.0,0.247,0.6,275573.0,0.478,0.000526,C,0.146,-10.132,minor,0.026,91.137,0.638,blues
32191,36.0,0.386,0.437,331653.0,0.535,0.0134,F,0.726,-11.177,major,0.0558,187.83900000000003,0.568,blues
44319,33.0,0.377,0.308,310893.0,0.732,0.904,F,0.176,-8.068999999999999,major,0.0469,75.195,0.241,classical
36430,71.0,0.237,0.626,164813.0,0.816,1.8e-06,A,0.104,-10.593,major,0.13,105.33,0.7979999999999999,rock
1394,25.0,0.0769,0.7879999999999999,182727.0,0.96,0.027,D,0.62,-7.847,major,0.322,176.025,0.43,electronic
38814,60.0,0.0004559999999999,0.408,224333.0,0.665,0.863,G,0.0888,-6.2860000000000005,major,0.0578,82.525,0.667,rock
36045,62.0,0.0007059999999999,0.628,191373.0,0.8859999999999999,0.0,D,0.275,-3.805,major,0.0608,135.45,0.72,rock
12970,55.0,0.442,0.5529999999999999,342067.0,0.546,0.0005139999999999,A,0.1669999999999999,-7.459,minor,0.0341,119.95296059529068,0.7,jazz
20948,53.0,0.5820000000000001,0.613,-1.0,0.381,0.0,G#,0.193,-9.472,major,0.038,203.931,0.919,country
19036,42.0,0.171,0.5670000000000001,144893.0,0.6509999999999999,4.64e-06,G,0.125,-6.808,minor,0.0261,103.052,0.366,alternative
12330,0.0,0.246,0.591,388907.0,0.318,0.8440000000000001,C,0.093,-11.525,minor,0.0252,119.95296059529068,0.0831,jazz
30534,46.0,0.841,0.491,-1.0,0.357,0.0,A#,0.128,-7.377999999999999,minor,0.0325,119.95296059529068,0.584,blues
21102,41.0,0.688,0.412,272467.0,0.166,0.0008089999999999,F#,0.1119999999999999,-19.521,minor,0.131,173.77599999999998,0.0844,country
23458,44.0,0.1669999999999999,0.481,301147.0,0.848,0.000179,G#,0.0947,-5.803,minor,0.0346,119.95296059529068,0.364,country
11375,54.0,0.309,0.847,-1.0,0.551,0.011,C#,0.145,-9.335,minor,0.0544,110.0,0.614,jazz
40718,29.0,0.962,0.466,185371.0,0.267,0.914,A,0.109,-17.053,minor,0.0501,134.718,0.1009999999999999,classical
8751,32.0,0.478,0.421,309147.0,0.496,2.13e-05,F#,0.114,-6.744,major,0.0591,185.413,0.288,anime
28014,55.0,0.258,0.6809999999999999,179435.0,0.585,0.0,E,0.138,-7.097,minor,0.0836,91.006,0.173,rap
18975,46.0,0.6970000000000001,0.659,217160.0,0.586,1.22e-05,G,0.381,-7.967,minor,0.0557,134.866,0.504,alternative
14178,34.0,0.971,0.4679999999999999,192666.0,0.154,0.1369999999999999,G#,0.301,-15.622,major,0.0572,74.337,0.377,jazz
13555,37.0,0.175,0.61,312373.0,0.647,0.926,C,0.0421,-15.759,major,0.0378,108.528,0.889,jazz
31055,71.0,0.6890000000000001,0.6579999999999999,238560.0,0.179,0.0,G#,0.17,-10.866,major,0.0448,119.95296059529068,0.191,blues
10199,35.0,0.465,0.627,242000.0,0.386,0.0,F#,0.0983,-7.342,major,0.126,175.08700000000002,0.497,jazz
3177,26.0,0.154,0.7070000000000001,183243.0,0.903,0.802,C#,0.0434,-2.141,major,0.0779,148.035,0.7829999999999999,electronic
1742,36.0,0.359,0.728,207293.0,0.318,0.885,C#,0.103,-15.309,major,0.0442,119.007,0.179,electronic
5130,36.0,0.0016699999999999,0.615,296813.0,0.947,1.66e-05,A,0.095,-3.409,major,0.0378,123.06,0.596,anime
9185,28.0,0.8420000000000001,0.201,111094.0,0.272,0.7440000000000001,A,0.108,-19.31,minor,0.0517,119.95296059529068,0.0373,anime
15152,55.0,0.0352,0.615,309093.0,0.931,2.37e-05,D#,0.0914,-7.8,major,0.24,137.54399999999998,0.53,alternative
14,27.0,0.000194,0.601,243857.0,0.969,0.7759999999999999,D,0.409,-1.5530000000000002,major,0.185,139.911,0.198,electronic
8587,10.0,0.955,0.226,361427.0,0.0803,0.92,F,0.114,-18.798,minor,0.0327,80.208,0.0687,anime
16230,44.0,0.228,0.584,196557.0,0.6559999999999999,0.00288,D#,0.172,-7.657,minor,0.0578,81.846,0.345,alternative
37941,69.0,0.181,0.644,259907.0,0.919,0.134,D,0.622,-6.289,major,0.0561,117.459,0.871,rock
3699,42.0,0.046,0.59,243332.0,0.779,0.675,D,0.168,-8.445,major,0.0551,180.03400000000002,0.143,electronic
49647,51.0,0.139,0.8,186253.0,0.672,0.0,C#,0.303,-4.939,major,0.165,145.985,0.324,hip-hop
9587,27.0,0.0197,0.61,267413.0,0.951,5.33e-05,C#,0.119,-4.659,major,0.0709,93.523,0.856,anime
48672,49.0,0.6890000000000001,0.602,183031.0,0.716,0.0,G#,0.32,-5.079,major,0.23,83.022,0.5760000000000001,hip-hop
86,37.0,0.0009019999999999,0.569,264000.0,0.7859999999999999,0.426,F,0.107,-4.375,minor,0.1369999999999999,150.02200000000002,0.396,electronic
33002,28.0,0.0585,0.6729999999999999,212627.0,0.6890000000000001,1.74e-06,F#,0.106,-6.638999999999999,minor,0.0596,84.666,0.639,blues
7722,45.0,0.00128,0.431,247493.0,0.966,0.0,C,0.128,-2.729,major,0.0832,144.996,0.5710000000000001,anime
20727,36.0,0.0193,0.614,245708.0,0.8440000000000001,0.0,F#,0.0889,-4.458,major,0.0349,119.95296059529068,0.505,country
23123,56.0,0.474,0.5529999999999999,223827.0,0.619,0.0,D#,0.123,-7.101,major,0.0308,183.91,0.374,country
44318,37.0,0.984,0.157,136960.0,0.0553,0.8,A,0.107,-23.391,major,0.0381,119.95296059529068,0.0421,classical
2230,41.0,0.0977,0.636,259627.0,0.86,0.0,E,0.127,-5.767,major,0.0425,121.508,0.346,electronic
34156,25.0,0.293,0.597,286080.0,0.486,1.6e-06,F#,0.111,-5.982,minor,0.0485,91.834,0.665,blues
23329,39.0,0.00793,0.565,188809.0,0.637,0.0,E,0.187,-6.185,major,0.0582,119.95296059529068,0.445,country
13588,38.0,0.733,0.631,432413.0,0.613,2.87e-05,F,0.095,-5.292999999999999,major,0.046,91.734,0.802,jazz
45735,62.0,0.0197,0.693,298893.0,0.899,0.0,C,0.0594,-4.084,major,0.259,86.04799999999999,0.319,hip-hop
5030,38.0,0.002,0.424,178520.0,0.965,0.0849,G#,0.135,-2.5980000000000003,major,0.0864,109.215,0.541,anime
5932,28.0,0.0998,0.6409999999999999,287240.0,0.5,0.0,D,0.0255,-5.77,major,0.0921,79.92699999999999,0.7979999999999999,anime
14627,57.0,0.0139999999999999,0.903,252245.0,0.545,0.00492,C,0.2239999999999999,-7.761,major,0.038,120.017,0.956,jazz
35233,61.0,0.608,0.6729999999999999,117013.0,0.349,0.0,E,0.38,-12.414,major,0.0368,124.451,0.609,rock
3170,45.0,0.0482,0.775,273240.0,0.938,0.0848,C#,0.061,-5.756,major,0.0927,130.014,0.596,electronic
42810,32.0,0.982,0.171,382867.0,0.0332,0.472,C#,0.1009999999999999,-22.575,major,0.0482,119.95296059529068,0.039,classical
1998,25.0,0.00302,0.597,232200.0,0.989,0.011,C#,0.221,-5.03,minor,0.0643,126.023,0.4479999999999999,electronic
41829,37.0,0.982,0.5870000000000001,-1.0,0.13,0.943,A,0.113,-21.019,minor,0.037,113.064,0.126,classical
5808,14.0,0.00013,0.451,225427.0,0.944,0.0,C,0.294,-3.615,minor,0.0768,136.102,0.613,anime
21749,38.0,0.0672,0.504,-1.0,0.8320000000000001,0.0,D,0.257,-4.625,major,0.2289999999999999,172.81,0.482,country
15184,47.0,9.2e-05,0.506,234987.0,0.963,0.000424,D#,0.147,-3.805,major,0.0709,124.462,0.352,alternative
34800,26.0,0.0809,0.645,241135.0,0.82,0.0017399999999999,F,0.7809999999999999,-8.109,minor,0.0365,121.856,0.816,blues
15255,45.0,0.369,0.597,185253.0,0.516,0.0,G,0.261,-5.437,major,0.0546,117.959,0.35,alternative
2769,53.0,0.531,0.447,271139.0,0.541,0.0211,F#,0.119,-10.126,minor,0.0517,119.567,0.352,electronic
15573,49.0,0.0001889999999999,0.361,361533.0,0.992,0.0006129999999999,B,0.285,-2.69,major,0.136,101.579,0.32,alternative
42131,33.0,0.904,0.477,-1.0,0.341,0.000287,D#,0.1,-9.394,major,0.0281,119.95296059529068,0.0761,classical
14297,41.0,0.92,0.3989999999999999,-1.0,0.223,0.708,G,0.0924,-16.583,major,0.032,150.44,0.21,jazz
12909,54.0,0.916,0.58,463907.0,0.162,0.309,D#,0.123,-14.174,major,0.0344,91.207,0.365,jazz
4583,28.0,0.0151,0.66,240066.0,0.91,0.2019999999999999,G#,0.0873,-2.385,minor,0.316,150.082,0.505,electronic
14022,28.0,0.276,0.722,256120.0,0.812,0.153,G,0.104,-5.417999999999999,major,0.0327,114.94,0.508,jazz
22747,49.0,0.492,0.72,203160.0,0.583,2.8e-06,G#,0.095,-8.201,major,0.0294,90.972,0.591,country
6626,35.0,0.48,0.5920000000000001,281867.0,0.97,4.3200000000000007e-05,F#,0.237,-3.007,minor,0.0708,126.953,0.474,anime
3096,46.0,0.0053,0.43,195200.0,0.909,0.0556,D#,0.114,-6.198,minor,0.102,149.769,0.417,electronic
965,28.0,0.00031,0.71,185625.0,0.994,0.011,G,0.127,-2.672,major,0.174,128.028,0.4589999999999999,electronic
36028,53.0,0.00546,0.565,186559.0,0.762,0.1689999999999999,A,0.623,-7.712999999999999,major,0.0309,99.932,0.63,rock
27769,74.0,0.000172,0.492,285570.0,0.8959999999999999,2.78e-06,E,0.1889999999999999,-5.819,minor,0.1169999999999999,184.981,0.534,rap
9724,38.0,0.00158,0.348,300587.0,0.695,0.0,F#,0.109,-3.1010000000000004,major,0.032,156.061,0.186,anime
40564,0.0,0.942,0.208,648760.0,0.126,0.249,D,0.109,-17.439,major,0.0366,96.32,0.139,classical
15336,49.0,0.0136,0.5,231187.0,0.873,0.00472,C,0.1119999999999999,-5.321000000000001,major,0.0659,120.082,0.177,alternative
32231,29.0,0.6809999999999999,0.7290000000000001,150072.0,0.813,0.00545,A#,0.375,-6.893,minor,0.0976,139.261,0.87,blues
6543,11.0,0.00606,0.44,174693.0,0.445,0.462,A#,0.0537,-10.312,major,0.0275,138.208,0.154,anime
28673,71.0,0.00627,0.5770000000000001,247800.0,0.447,0.00022,G#,0.0899,-5.892,major,0.2769999999999999,74.236,0.1889999999999999,rap
25364,51.0,0.0198,0.5579999999999999,228000.0,0.45,0.0,D,0.106,-8.054,major,0.289,119.95296059529068,0.0467,rap
44999,0.0,0.983,0.251,531280.0,0.0569,0.883,A,0.122,-29.746,major,0.0501,71.007,0.083,classical
41683,40.0,0.971,0.726,264373.0,0.146,0.885,F,0.0899,-14.813,major,0.0517,103.978,0.59,classical
40395,34.0,0.968,0.3879999999999999,214067.0,0.18,0.894,G,0.119,-15.836,major,0.0375,81.15,0.344,classical
8267,21.0,0.8859999999999999,0.495,322760.0,0.345,0.0,E,0.367,-8.356,minor,0.0262,105.06,0.286,anime
46048,72.0,0.15,0.915,137174.0,0.6920000000000001,0.0001199999999999,A,0.0964,-7.544,major,0.0857,118.981,0.713,hip-hop
36926,54.0,0.46,0.7090000000000001,202400.0,0.278,0.00719,E,0.098,-13.011,minor,0.0353,141.268,0.4579999999999999,rock
40435,35.0,0.934,0.1689999999999999,491733.0,0.0254,0.674,E,0.11,-25.794,minor,0.0409,138.825,0.0396,classical
23235,39.0,0.735,0.484,191460.0,0.266,0.0,A,0.0805,-11.352,major,0.0455,112.312,0.496,country
15433,56.0,0.0702,0.594,318333.0,0.262,0.0026899999999999,A#,0.256,-10.573,major,0.0341,123.518,0.216,alternative
28441,54.0,0.2769999999999999,0.767,461842.0,0.575,1.51e-05,G#,0.21,-6.949,minor,0.195,124.022,0.349,rap
47986,59.0,0.0844,0.474,-1.0,0.867,0.0,B,0.3339999999999999,-6.027,minor,0.557,119.95296059529068,0.374,hip-hop
10237,38.0,0.973,0.6970000000000001,217867.0,0.249,0.0277,A#,0.106,-12.417,major,0.0518,111.3,0.69,jazz
39714,56.0,0.151,0.593,178840.0,0.5489999999999999,0.000393,C,0.43,-6.394,major,0.0329,147.554,0.396,rock
13396,40.0,0.441,0.669,256160.0,0.462,0.185,F,0.114,-9.919,major,0.0349,120.038,0.648,jazz
15915,49.0,6.04e-05,0.505,219763.0,0.985,1.02e-05,F,0.351,-4.401,major,0.119,119.993,0.243,alternative
35400,52.0,0.638,0.687,137067.0,0.242,9.16e-05,C,0.0686,-9.016,major,0.0577,119.232,0.78,rock
5350,27.0,0.172,0.387,293627.0,0.828,5.08e-06,E,0.184,-4.948,major,0.0403,166.03,0.621,anime
27235,49.0,0.384,0.789,319400.0,0.451,1.01e-05,B,0.11,-7.676,minor,0.214,89.883,0.215,rap
23772,45.0,0.075,0.7,162520.0,0.841,2.9100000000000003e-05,C,0.392,-4.763999999999999,major,0.0323,116.982,0.825,country
18634,55.0,0.375,0.638,251228.0,0.345,0.0,F,0.1159999999999999,-9.048,minor,0.0744,85.455,0.311,alternative
29471,53.0,0.336,0.8640000000000001,143027.0,0.759,0.0,A#,0.1369999999999999,-5.567,minor,0.317,109.966,0.823,rap
42076,37.0,0.994,0.1689999999999999,86066.0,0.107,0.109,A,0.111,-23.784,minor,0.0457,137.111,0.0361,classical
18928,50.0,0.00679,0.486,185533.0,0.87,3.15e-06,D,0.312,-4.947,major,0.0903,97.013,0.336,alternative
26297,56.0,0.155,0.594,127972.0,0.449,0.0,C#,0.127,-7.832000000000001,major,0.0545,82.98700000000001,0.315,rap
2506,33.0,0.0574,0.565,-1.0,0.955,0.000625,F,0.368,-2.576,minor,0.0784,139.929,0.1689999999999999,electronic
2651,28.0,0.00279,0.8079999999999999,229023.0,0.711,0.00217,A#,0.636,-5.589,minor,0.154,142.009,0.1169999999999999,electronic
22368,44.0,0.525,0.753,169213.0,0.575,4.81e-05,B,0.103,-8.783,minor,0.0369,117.014,0.6859999999999999,country
36680,63.0,0.649,0.6679999999999999,201786.0,0.563,0.000347,E,0.11,-8.23,major,0.0305,130.366,0.289,rock
46853,52.0,0.221,0.71,225400.0,0.597,0.0,G,0.432,-6.468,major,0.239,95.769,0.49,hip-hop
18585,63.0,0.00165,0.573,283027.0,0.75,0.000285,E,0.131,-5.718,minor,0.0272,101.049,0.544,alternative
39025,48.0,0.667,0.192,75347.0,0.314,0.268,G,0.31,-15.247,major,0.032,94.528,0.265,rock
22201,55.0,0.142,0.6679999999999999,231347.0,0.65,0.000325,A#,0.0956,-4.351,major,0.0228,103.954,0.5770000000000001,country
20021,52.0,0.00769,0.557,181400.0,0.909,0.0,B,0.317,-3.405,major,0.0423,152.13,0.857,country
46674,57.0,0.5770000000000001,0.838,-1.0,0.635,0.0,F,0.0603,-6.555,minor,0.0328,130.086,0.948,hip-hop
44176,31.0,0.897,0.132,227880.0,0.0232,0.252,D,0.126,-30.984,major,0.037,83.31299999999999,0.0501,classical
27208,58.0,0.0224,0.794,202387.0,0.521,0.0,C#,0.122,-7.726,major,0.0479,108.942,0.4589999999999999,rap
48232,51.0,0.0724,0.6729999999999999,263507.0,0.82,0.0,D,0.127,-4.038,major,0.356,177.99599999999998,0.168,hip-hop
38528,49.0,0.5529999999999999,0.6809999999999999,265640.0,0.447,4.36e-06,C,0.122,-8.83,major,0.0477,99.418,0.746,rock
20576,37.0,0.516,0.322,186227.0,0.273,0.0,B,0.111,-7.923999999999999,major,0.026,82.427,0.156,country
40210,43.0,0.981,0.308,1322267.0,0.15,0.873,C#,0.251,-18.588,major,0.0385,135.694,0.047,classical
38850,57.0,0.439,0.495,122298.0,0.362,1.67e-05,D,0.127,-8.737,major,0.0539,104.937,0.198,rock
20930,56.0,0.0463,0.49,169467.0,0.7490000000000001,0.0,F,0.0957,-3.543,minor,0.051,159.97799999999998,0.488,country
9337,16.0,0.934,0.273,130195.0,0.166,0.862,A,0.109,-19.63,minor,0.0337,82.155,0.138,anime
37158,51.0,0.0126,0.401,-1.0,0.544,0.0448,F#,0.145,-13.893,major,0.0392,77.17,0.513,rock
46854,70.0,0.477,0.716,-1.0,0.562,0.0,F,0.0649,-6.739,minor,0.0641,127.053,0.58,hip-hop
2642,31.0,0.191,0.818,297427.0,0.894,0.0137,F,0.0922,-6.867999999999999,minor,0.0513,117.986,0.55,electronic
34200,30.0,0.905,0.7809999999999999,157000.0,0.133,0.0322,G#,0.134,-20.835,major,0.0591,108.433,0.727,blues
18301,54.0,0.0215,0.527,202943.0,0.669,0.0,D#,0.157,-5.073,major,0.0274,86.999,0.273,alternative
23742,43.0,0.2339999999999999,0.514,239760.0,0.66,2.48e-05,E,0.0979,-4.579,major,0.0312,119.95296059529068,0.485,country
35881,62.0,0.0606,0.531,227693.0,0.626,0.0,C,0.0767,-13.371,major,0.0452,88.236,0.746,rock
29539,55.0,0.2339999999999999,0.5489999999999999,260093.0,0.7559999999999999,0.0,F,0.0894,-4.412,minor,0.0462,129.205,0.318,rap
34929,31.0,0.992,0.36,209280.0,0.0815,0.00103,C#,0.107,-15.152,major,0.0385,75.859,0.205,blues
43556,30.0,0.99,0.238,196027.0,0.0535,0.909,C#,0.108,-28.126,major,0.0495,119.95296059529068,0.0642,classical
24782,57.0,0.551,0.565,180480.0,0.392,0.000106,D,0.247,-10.083,major,0.0268,98.485,0.493,country
21603,37.0,0.0762,0.616,166796.0,0.614,7.240000000000001e-05,E,0.187,-5.474,major,0.0318,129.825,0.3289999999999999,country
14990,49.0,0.134,0.415,350533.0,0.4629999999999999,0.00255,F#,0.1009999999999999,-9.86,minor,0.0823,96.1,0.573,jazz
19298,52.0,0.012,0.491,211600.0,0.885,0.0,C,0.0947,-3.197,major,0.0381,91.033,0.2019999999999999,alternative
15382,54.0,0.000583,0.595,223427.0,0.894,1.24e-06,B,0.326,-4.115,major,0.0323,119.95296059529068,0.643,alternative
23444,47.0,0.148,0.573,212960.0,0.723,0.00223,E,0.315,-6.624,major,0.0284,98.167,0.3929999999999999,country
45943,53.0,0.0192,0.78,158224.0,0.498,0.0,C#,0.0868,-9.16,major,0.063,144.935,0.366,hip-hop
36282,67.0,0.00264,0.481,256533.0,0.945,0.0,C#,0.135,-5.468,major,0.0813,157.059,0.427,rock
9873,18.0,0.123,0.715,281427.0,0.561,2.09e-05,A#,0.1009999999999999,-4.006,major,0.0336,80.006,0.318,anime
44059,42.0,0.895,0.344,231800.0,0.123,0.964,E,0.273,-19.007,major,0.0368,76.76899999999999,0.126,classical
6719,15.0,0.286,0.7759999999999999,146000.0,0.536,0.768,D,0.106,-11.716,major,0.0419,100.017,0.863,anime
28444,51.0,0.13,0.841,216200.0,0.6629999999999999,0.0641,C#,0.392,-6.077000000000001,major,0.195,74.998,0.297,rap
28580,73.0,0.0455,0.667,153475.0,0.723,0.000179,F,0.213,-4.31,minor,0.27,148.05700000000002,0.251,rap
15446,53.0,0.519,0.4029999999999999,195973.0,0.498,0.0,A,0.267,-6.888,major,0.0332,128.192,0.351,alternative
35363,55.0,0.29,0.522,-1.0,0.682,1.23e-05,F#,0.3389999999999999,-10.183,major,0.0344,111.902,0.529,rock
31469,38.0,0.913,0.584,187544.0,0.276,0.000562,B,0.113,-12.255999999999998,minor,0.0481,79.57600000000001,0.3979999999999999,blues
28455,53.0,0.0871,0.91,184802.0,0.422,0.0,D,0.141,-8.868,minor,0.298,139.975,0.1669999999999999,rap
40991,33.0,0.84,0.192,422133.0,0.0068099999999999,0.0844,F#,0.0681,-37.783,major,0.0456,79.046,0.0702,classical
35781,62.0,0.211,0.41,272347.0,0.78,0.0,A,0.48,-5.391,major,0.0332,88.016,0.695,rock
33729,29.0,0.7879999999999999,0.706,182200.0,0.4029999999999999,0.0,B,0.1119999999999999,-12.55,major,0.0661,124.625,0.857,blues
44407,42.0,0.958,0.4589999999999999,819347.0,0.148,0.747,D,0.0365,-24.798,minor,0.0559999999999999,119.797,0.253,classical
43105,48.0,0.978,0.5579999999999999,145613.0,0.113,0.868,E,0.0861,-23.168000000000003,minor,0.038,75.023,0.517,classical
47101,56.0,0.0122,0.883,217187.0,0.455,7e-05,C#,0.114,-8.338,major,0.0667,130.442,0.129,hip-hop
14659,41.0,0.317,0.792,273928.0,0.7,0.374,C,0.129,-7.518,major,0.0422,110.981,0.604,jazz
43107,35.0,0.000989,0.487,222133.0,0.8320000000000001,0.725,D,0.5429999999999999,-10.831,major,0.13,140.639,0.483,classical
30182,34.0,0.0267,0.519,408920.0,0.482,0.00787,E,0.337,-6.85,minor,0.0305,125.844,0.152,blues
47517,50.0,0.0968,0.7290000000000001,189787.0,0.6809999999999999,0.0,A#,0.121,-7.523,minor,0.168,93.028,0.157,hip-hop
36514,57.0,0.634,0.616,143613.0,0.426,0.0,A,0.0695,-8.399,major,0.0421,110.399,0.589,rock
6979,34.0,0.2239999999999999,0.565,-1.0,0.7290000000000001,0.0937,C,0.0856,-6.202000000000001,minor,0.0569,113.021,0.149,anime
49195,62.0,0.0208,0.8079999999999999,221027.0,0.726,0.276,A#,0.129,-8.435,minor,0.252,96.12,0.616,hip-hop
39027,50.0,0.000496,0.569,-1.0,0.932,0.0342,B,0.259,-5.659,minor,0.0388,119.95296059529068,0.944,rock
29855,55.0,0.000389,0.5760000000000001,200960.0,0.785,0.0109,A#,0.103,-4.873,major,0.0355,105.118,0.406,rap
41625,25.0,0.00128,0.353,-1.0,0.919,0.000412,D,0.525,-4.225,major,0.118,87.5,0.42,classical
291,35.0,0.0282,0.723,338241.0,0.63,0.745,E,0.126,-9.344,minor,0.0377,99.989,0.039,electronic
15159,49.0,0.0248,0.574,182320.0,0.701,3.12e-05,B,0.313,-6.037999999999999,minor,0.0572,145.069,0.25,alternative
39798,62.0,0.0571,0.55,-1.0,0.908,0.0,D,0.142,-3.922,minor,0.0745,75.003,0.488,rock
43543,41.0,0.99,0.288,289320.0,0.171,0.736,D,0.104,-14.13,major,0.0463,177.923,0.144,classical
26588,59.0,0.0145,0.455,211653.0,0.669,0.0,F,0.156,-6.257999999999999,minor,0.0474,119.95296059529068,0.477,rap
23318,69.0,0.016,0.555,220907.0,0.931,0.0,G#,0.405,-2.969,major,0.0367,132.085,0.723,country
47021,53.0,0.532,0.478,243744.0,0.551,0.0154,C,0.288,-7.079,minor,0.0354,108.849,0.481,hip-hop
12061,47.0,0.728,0.705,227800.0,0.48,8.88e-06,A,0.123,-10.488,major,0.0309,99.978,0.578,jazz
39455,64.0,0.435,0.622,287427.0,0.253,0.471,D,0.0941,-14.36,major,0.0331,92.584,0.336,rock
15907,47.0,0.585,0.789,219818.0,0.583,0.0,F#,0.113,-8.206,minor,0.455,109.733,0.537,alternative
33670,35.0,0.804,0.2269999999999999,257907.0,0.461,0.0062299999999999,C,0.108,-8.634,major,0.0298,96.759,0.186,blues
3203,25.0,3.11e-05,0.375,202800.0,0.667,0.0225,G,0.6729999999999999,-6.242999999999999,major,0.0361,162.965,0.442,electronic
12685,45.0,0.61,0.5589999999999999,443973.0,0.529,0.882,A,0.0759,-8.509,minor,0.151,118.734,0.151,jazz
39770,53.0,0.313,0.59,216733.0,0.85,0.0,E,0.1159999999999999,-4.419,major,0.0582,102.265,0.415,rock
37240,54.0,0.3339999999999999,0.594,-1.0,0.629,0.0,A,0.0796,-6.776,major,0.0321,133.967,0.645,rock
20131,52.0,0.948,0.522,239960.0,0.296,0.619,G,0.105,-10.46,major,0.0302,67.012,0.3989999999999999,country
38097,74.0,0.00506,0.599,213760.0,0.932,0.0,A,0.2689999999999999,-3.3280000000000003,major,0.18,96.234,0.6920000000000001,rock
32964,34.0,0.0553,0.685,171133.0,0.728,2.25e-06,G,0.0801,-8.987,major,0.0371,119.95296059529068,0.899,blues
2283,35.0,0.0136,0.618,234760.0,0.961,0.105,F,0.173,-2.134,major,0.0319,131.461,0.853,electronic
37454,55.0,0.0117,0.288,246200.0,0.757,0.14,C,0.363,-8.065,major,0.0652,89.694,0.311,rock
31588,26.0,0.0978,0.757,271907.0,0.545,0.0001149999999999,A#,0.0481,-7.337000000000001,minor,0.0936,119.95296059529068,0.785,blues
5640,11.0,0.871,0.517,43925.0,0.21,0.8590000000000001,G,0.111,-24.098000000000003,major,0.0395,119.965,0.0766,anime
46636,81.0,0.00937,0.8109999999999999,162907.0,0.6920000000000001,0.0,E,0.0598,-2.8360000000000003,minor,0.105,125.009,0.8170000000000001,hip-hop
8793,17.0,0.000583,0.411,306813.0,0.785,1.01e-06,D#,0.0575,-5.489,minor,0.0347,180.035,0.179,anime
36836,61.0,0.00987,0.6779999999999999,268093.0,0.53,0.000274,C,0.0437,-8.515,major,0.024,91.779,0.6779999999999999,rock
49016,57.0,0.1639999999999999,0.652,275893.0,0.8140000000000001,0.0,C#,0.36,-4.901,major,0.31,91.888,0.7879999999999999,hip-hop
